field,op,similarity,label_a,label_b
ai_component,D,0.8237194418907166,AI agents for Web3,AI co-pilot for Web3 tasks
ai_component,D,0.8235791921615601,AI direction in ecosystem,AI ecosystem
ai_component,D,0.8235665559768677,AI agent for trading actions,AI agents/bots for trading
ai_component,D,0.8228300213813782,GPU compute for rendering + AI tasks,GPU/compute for AI/ML workloads
ai_component,D,0.8228188157081604,AI agent creation + launch platform,launchpad for AI agents
ai_component,D,0.8226763606071472,decentralized AI inference + training (compute),decentralized inference layer + private AI tools
ai_component,D,0.8203999996185303,autonomous AI agent,autonomous AI agent framework
ai_component,D,0.8200443983078003,GPU compute + AI agents / inference,GPU compute for rendering + AI tasks
ai_component,D,0.8197746276855469,decentralized GPU cloud + data agent,decentralized GPU cloud for AI/ML workloads
ai_component,D,0.8194003701210022,AI ecosystem,AI initiatives/agents in ecosystem
ai_component,D,0.8176287412643433,AI agent marketplace + AI services,autonomous AI agents + agent services
ai_component,D,0.8175041079521179,LLM agent + tool calling,LLM agents + tool-based actions
ai_component,D,0.8173706531524658,AI analysis + trading agent orchestration,AI analytics + automated trade execution
ai_component,D,0.8168997764587402,positioning only (AI apps infrastructure),positioning only (AI tools/community)
ai_component,D,0.815765917301178,AI agent Traicy for ESG + trading,AI agent for trading actions
ai_component,D,0.8154595494270325,AgentData (real-time data streams for AI agents),real-time data for AI agents
ai_component,D,0.8149937391281128,AI assistants in ecosystem,AI ecosystem
ai_component,D,0.8144289255142212,AI assistant/agents for DeFi operations,personal AI agents for DeFi (DISE LLM)
ai_component,D,0.8140168786048889,AI service catalog/platform,AI/MLOps services + platform
ai_component,D,0.8124200701713562,GPU compute + AI agents / inference,running AI inference workloads on GPU
ai_component,D,0.812355101108551,AI agent creation + deployment platform,AI agent platform (workflows/tools/KB)
ai_component,D,0.809289813041687,AI assistant for communities,AI chat assistant for communities
ai_component,D,0.808391273021698,EdgeCloud/edge compute for AI workloads,compute infrastructure for AI workloads
ai_component,D,0.8083385229110718,GPU rentals + AI/ML tools,GPU rentals for AI workloads; AI API endpoints
ai_component,D,0.8076339960098267,AI agent creation + deployment platform,AI agent creation + launch platform
ai_component,D,0.8065754771232605,GPU/edge infrastructure for AI workloads,"edge AI compute (GPU orchestration, unified API)"
ai_component,D,0.8065036535263062,GPU marketplace for AI/ML workloads,GPU/compute for AI/ML workloads
ai_component,D,0.8057577610015869,AI agent + model marketplace,AI model/assistant marketplace/platform
ai_component,D,0.8043412566184998,AI bots/tools,AI service/tools
ai_component,D,0.8035770058631897,GPU rental/lending + AI endpoints + AI nodes,GPU rentals for AI workloads
ai_component,D,0.803062915802002,AI agent creation/training/deployment platform,AI agent platform (workflows/tools/KB)
ai_component,D,0.8030031323432922,GPU marketplace for AI/ML workloads,GPU rentals for AI workloads
ai_component,D,0.8029681444168091,data for AI + agents,real-time data for AI agents
ai_component,D,0.8029146194458008,AI assistant/bot for trading,AI bots + trading analytics
ai_component,D,0.8013601899147034,AI data platform / AI agents,platform for autonomous AI agents
ai_component,D,0.8005729913711548,"AI agents (""AI Epals"")",EVA / AI agents
ai_component,D,0.8000495433807373,AI service catalog/platform,AI service/tools
ai_component,D,0.7995823621749878,EdgeCloud/edge compute for AI workloads,"edge AI compute (GPU orchestration, unified API)"
